Time,Price,Amount
1451606418,396.667010000000,0.025210060000
1451606953,397.080220000000,0.010000000000
1451606953,397.100000000000,0.030292620000
1451606968,396.860000000000,0.500000000000
1451607088,396.832000000000,0.308170000000
1451607104,396.850000000000,0.106210000000
1451607236,397.099900000000,0.175770000000
1451607433,397.100000000000,0.045780000000
1451608267,396.770000000000,0.053360000000
1451608277,396.999900000000,0.160000000000
1451608331,397.000000000000,0.220000000000
1451608394,397.000000000000,0.220000000000
1451608495,396.817290000000,0.006640000000
1451608495,396.111000000000,0.047260000000
1451608635,396.999900000000,0.061716720000
1451609001,396.210400000000,2.177520000000
1451609479,396.770000000000,0.100000000000
1451609479,397.099900000000,0.050200000000
1451609746,396.020000000000,0.697640000000
1451609760,396.020000000000,0.499000000000
1451609818,396.020000000000,1.600000000000
1451610397,396.010000000000,5.000000000000
1451610633,396.638670000000,0.057173000000
1451610923,396.638670000000,0.023350450000
1451611035,396.638670000000,0.045840000000
1451611040,396.638670000000,0.049692370000
1451611188,396.638670000000,0.045840000000
1451611213,396.638670000000,0.073006300000
1451611236,396.638670000000,0.123905090000
1451611237,396.638670000000,0.076365790000
1451611237,397.012480000000,1.923634210000
1451611237,397.012480000000,0.247100000000
1451611237,397.012480000000,0.752900000000
1451611300,396.210000000000,0.500000000000
1451611334,396.010000000000,8.110000000000
1451611335,395.999900000000,5.000000000000
1451611335,396.275590000000,0.060367710000
1451611470,395.909090000000,0.023390090000
1451611614,395.908990000000,0.045920000000
1451611671,396.330000000000,0.045920000000
1451612155,396.230000000000,0.023362320000
1451612265,396.260000000000,0.045890000000
1451612483,395.411000000000,0.010000000000
1451612555,396.189900000000,0.053242430000
1451613100,396.289980000000,0.392500000000
1451613100,396.299980000000,4.654191950000
1451613693,396.259980000000,0.045880000000
1451613810,396.260000000000,0.045880000000
1451614247,396.500000000000,0.014140000000
1451614247,396.560000000000,0.058927810000
1451614369,396.000000000000,1.000000000000
1451615261,396.900000000000,0.045840000000
1451616384,396.380000000000,0.063892960000
1451616854,395.830000000000,4.720220000000
1451617197,396.000000000000,0.600160220000
1451617208,396.490000000000,0.022334390000
1451617308,396.260000000000,3.000000000000
1451617546,396.610000000000,1.000000000000
1451617546,396.610000000000,7.087000000000
1451617546,396.630000000000,5.913000000000
1451617586,396.947220000000,0.010000000000
1451617586,396.989000000000,0.105800000000
1451617667,396.740000000000,0.231300000000
1451617675,396.730000000000,0.500000000000
1451617675,396.730000000000,0.070200000000
1451617675,396.730000000000,0.429800000000
1451617738,396.630000000000,0.231300000000
1451617805,396.610000000000,0.231300000000
1451617860,396.670880000000,0.231300000000
1451617945,396.579900000000,0.114700540000
1451618111,396.839880000000,2.981300000000
1451618111,396.991390000000,10.018700000000
1451618411,397.099900000000,0.124018080000
1451618909,396.830000000000,0.232965610000
1451618909,396.830000000000,0.500000000000
1451618909,396.830000000000,0.267034390000
1451618909,396.830000000000,0.432965610000
1451618909,396.830000000000,0.498516170000
1451618909,396.830000000000,0.068518220000
1451618909,396.830000000000,1.500000000000
1451618909,396.830000000000,0.500000000000
1451619015,397.099900000000,0.237761980000
1451619315,397.099900000000,0.123936910000
1451619329,396.410000000000,0.025557300000
1451619631,397.100000000000,0.500000000000
1451619718,397.010000000000,15.000000000000
1451620479,397.100000000000,1.523927380000
1451620479,397.100000000000,3.476072620000
1451620479,397.100000000000,10.000000000000
1451620525,397.100000000000,9.523927380000
1451620537,397.500000000000,10.000000000000
1451620537,397.987960000000,0.010000000000
1451620537,397.585760000000,0.010000000000
1451620537,397.990000000000,2.733748910000
1451620597,397.686310000000,0.010000000000
1451620597,397.786860000000,0.010000000000
1451620597,397.880000000000,0.098000000000
1451620597,397.887410000000,0.010000000000
1451620597,397.970000000000,2.000000000000
1451620598,397.980000000000,0.783440000000
1451620598,397.980000000000,0.010000000000
1451620598,397.989900000000,2.353800000000
1451620598,397.990000000000,9.724760000000
1451620627,397.990000000000,0.220000000000
1451620627,397.990000000000,0.220000000000
1451620640,397.964640000000,0.144983450000
1451620725,397.990000000000,10.311608680000
1451620725,397.990000000000,0.010000000000
1451620725,397.990000000000,6.663742710000
1451620813,397.990000000000,9.336257290000
1451620813,397.990000000000,15.423742710000
1451620825,397.750000000000,0.500000000000
1451620834,397.990000000000,0.052650600000
1451620919,397.990000000000,14.000000000000
1451620981,397.990000000000,0.061093250000
1451620982,397.990000000000,0.305466240000
1451620983,397.990000000000,0.157047200000
1451621171,397.999900000000,0.238578200000
1451621397,397.999900000000,0.145281800000
1451621397,398.000000000000,1.000000000000
1451621397,398.000000000000,5.919586790000
1451621397,398.000000000000,2.070413210000
1451621397,398.000000000000,5.864718200000
1451621397,398.000000000000,2.300000000000
1451621515,398.000000000000,3.845281800000
1451621515,398.000000000000,5.000000000000
1451621515,398.000000000000,0.300000000000
1451621515,398.000000000000,0.010000000000
1451621515,398.000000000000,2.000000000000
1451621515,398.000000000000,0.100000000000
1451621515,398.000000000000,0.100000000000
1451621515,398.000000000000,0.100000000000
1451621515,398.000000000000,0.034000000000
1451621516,398.088510000000,0.010000000000
1451621516,398.112710000000,0.010000000000
1451621516,398.138070000000,0.012000000000
1451621516,398.153820000000,0.010000000000
1451621516,398.189060000000,0.010000000000
1451621516,398.200000000000,0.005072820000
1451621516,398.235570000000,0.010000000000
1451621516,398.289610000000,0.010000000000
1451621516,398.338200000000,1.000000000000
1451621517,398.390160000000,0.010000000000
1451621517,398.400000000000,0.129940000000
1451621517,398.400000000000,0.005070280000
1451621517,398.484650000000,0.010000000000
1451621517,398.490710000000,0.010000000000
